id,code,name,state_id/id
res_country_municipality_160,212,CORDOBA,con_profile.account_base_co_state_13
res_country_municipality_161,222,CLEMENCIA,con_profile.account_base_co_state_13
res_country_municipality_162,244,EL CARMEN DE BOLIVAR,con_profile.account_base_co_state_13
res_country_municipality_163,248,EL GUAMO,con_profile.account_base_co_state_13
res_country_municipality_164,268,EL PEÑON,con_profile.account_base_co_state_13
res_country_municipality_165,300,HATILLO DE LOBA,con_profile.account_base_co_state_13
res_country_municipality_166,430,MAGANGUE,con_profile.account_base_co_state_13
res_country_municipality_167,433,MAHATES,con_profile.account_base_co_state_13
res_country_municipality_168,440,MARGARITA,con_profile.account_base_co_state_13
res_country_municipality_169,442,MARIA LA BAJA,con_profile.account_base_co_state_13
res_country_municipality_170,458,MONTECRISTO,con_profile.account_base_co_state_13
res_country_municipality_171,468,MOMPOS,con_profile.account_base_co_state_13
res_country_municipality_172,490,NOROSI,con_profile.account_base_co_state_13
res_country_municipality_173,473,MORALES,con_profile.account_base_co_state_13
res_country_municipality_174,549,PINILLOS,con_profile.account_base_co_state_13
res_country_municipality_175,580,REGIDOR,con_profile.account_base_co_state_13
res_country_municipality_176,600,RIO VIEJO,con_profile.account_base_co_state_13
res_country_municipality_177,620,SAN CRISTOBAL,con_profile.account_base_co_state_13
res_country_municipality_178,647,SAN ESTANISLAO,con_profile.account_base_co_state_13
res_country_municipality_179,650,SAN FERNANDO,con_profile.account_base_co_state_13
res_country_municipality_180,654,SAN JACINTO,con_profile.account_base_co_state_13
res_country_municipality_181,655,SAN JACINTO DEL CAUCA,con_profile.account_base_co_state_13
res_country_municipality_182,657,SAN JUAN NEPOMUCENO,con_profile.account_base_co_state_13
res_country_municipality_183,667,SAN MARTIN DE LOBA,con_profile.account_base_co_state_13
res_country_municipality_184,670,SAN PABLO,con_profile.account_base_co_state_13
res_country_municipality_185,673,SANTA CATALINA,con_profile.account_base_co_state_13
res_country_municipality_186,683,SANTA ROSA,con_profile.account_base_co_state_13
res_country_municipality_187,688,SANTA ROSA DEL SUR,con_profile.account_base_co_state_13
res_country_municipality_188,744,SIMITI,con_profile.account_base_co_state_13
res_country_municipality_189,760,SOPLAVIENTO,con_profile.account_base_co_state_13
res_country_municipality_190,780,TALAIGUA NUEVO,con_profile.account_base_co_state_13
res_country_municipality_191,810,TIQUISIO,con_profile.account_base_co_state_13
res_country_municipality_192,836,TURBACO,con_profile.account_base_co_state_13
res_country_municipality_193,838,TURBANA,con_profile.account_base_co_state_13
res_country_municipality_194,873,VILLANUEVA,con_profile.account_base_co_state_13
res_country_municipality_195,894,ZAMBRANO,con_profile.account_base_co_state_13
res_country_municipality_196,001,TUNJA,con_profile.account_base_co_state_15
res_country_municipality_197,022,ALMEIDA,con_profile.account_base_co_state_15
res_country_municipality_198,047,AQUITANIA,con_profile.account_base_co_state_15
res_country_municipality_199,051,ARCABUCO,con_profile.account_base_co_state_15
res_country_municipality_200,087,BELEN,con_profile.account_base_co_state_15
res_country_municipality_201,090,BERBEO,con_profile.account_base_co_state_15
res_country_municipality_202,092,BETEITIVA,con_profile.account_base_co_state_15
res_country_municipality_203,097,BOAVITA,con_profile.account_base_co_state_15
res_country_municipality_204,104,BOYACA,con_profile.account_base_co_state_15
res_country_municipality_205,106,BRICEÑO,con_profile.account_base_co_state_15
res_country_municipality_206,109,BUENAVISTA,con_profile.account_base_co_state_15
res_country_municipality_207,114,BUSBANZA,con_profile.account_base_co_state_15
res_country_municipality_208,131,CALDAS,con_profile.account_base_co_state_15
res_country_municipality_209,135,CAMPOHERMOSO,con_profile.account_base_co_state_15
res_country_municipality_210,162,CERINZA,con_profile.account_base_co_state_15
res_country_municipality_211,172,CHINAVITA,con_profile.account_base_co_state_15
res_country_municipality_212,176,CHIQUINQUIRA,con_profile.account_base_co_state_15
res_country_municipality_213,180,CHISCAS,con_profile.account_base_co_state_15
res_country_municipality_214,183,CHITA,con_profile.account_base_co_state_15
res_country_municipality_215,185,CHITARAQUE,con_profile.account_base_co_state_15
res_country_municipality_216,187,CHIVATA,con_profile.account_base_co_state_15
res_country_municipality_217,189,CIENEGA,con_profile.account_base_co_state_15
res_country_municipality_218,204,COMBITA,con_profile.account_base_co_state_15
res_country_municipality_219,212,COPER,con_profile.account_base_co_state_15
res_country_municipality_220,215,CORRALES,con_profile.account_base_co_state_15
res_country_municipality_221,218,COVARACHIA,con_profile.account_base_co_state_15
res_country_municipality_222,223,CUBARA,con_profile.account_base_co_state_15
res_country_municipality_223,224,CUCAITA,con_profile.account_base_co_state_15
res_country_municipality_224,226,CUITIVA,con_profile.account_base_co_state_15
res_country_municipality_225,232,CHIQUIZA,con_profile.account_base_co_state_15
res_country_municipality_226,236,CHIVOR,con_profile.account_base_co_state_15
res_country_municipality_227,238,DUITAMA,con_profile.account_base_co_state_15
res_country_municipality_228,244,EL COCUY,con_profile.account_base_co_state_15
res_country_municipality_229,248,EL ESPINO,con_profile.account_base_co_state_15
res_country_municipality_230,272,FIRAVITOBA,con_profile.account_base_co_state_15
res_country_municipality_231,276,FLORESTA,con_profile.account_base_co_state_15
res_country_municipality_232,293,GACHANTIVA,con_profile.account_base_co_state_15
res_country_municipality_233,296,GAMEZA,con_profile.account_base_co_state_15
res_country_municipality_234,299,GARAGOA,con_profile.account_base_co_state_15
res_country_municipality_235,317,GUACAMAYAS,con_profile.account_base_co_state_15
res_country_municipality_236,322,GUATEQUE,con_profile.account_base_co_state_15
res_country_municipality_237,325,GUAYATA,con_profile.account_base_co_state_15
res_country_municipality_238,332,GsICAN,con_profile.account_base_co_state_15
res_country_municipality_239,362,IZA,con_profile.account_base_co_state_15
res_country_municipality_240,367,JENESANO,con_profile.account_base_co_state_15
res_country_municipality_241,368,JERICO,con_profile.account_base_co_state_15
res_country_municipality_242,377,LABRANZAGRANDE,con_profile.account_base_co_state_15
res_country_municipality_243,380,LA CAPILLA,con_profile.account_base_co_state_15
res_country_municipality_244,401,LA VICTORIA,con_profile.account_base_co_state_15
res_country_municipality_245,403,LA UVITA,con_profile.account_base_co_state_15
res_country_municipality_246,407,VILLA DE LEYVA,con_profile.account_base_co_state_15
res_country_municipality_247,425,MACANAL,con_profile.account_base_co_state_15
res_country_municipality_248,442,MARIPI,con_profile.account_base_co_state_15
res_country_municipality_249,455,MIRAFLORES,con_profile.account_base_co_state_15
res_country_municipality_250,464,MONGUA,con_profile.account_base_co_state_15
res_country_municipality_251,466,MONGUI,con_profile.account_base_co_state_15
res_country_municipality_252,469,MONIQUIRA,con_profile.account_base_co_state_15
res_country_municipality_253,476,MOTAVITA,con_profile.account_base_co_state_15
res_country_municipality_254,480,MUZO,con_profile.account_base_co_state_15
res_country_municipality_255,491,NOBSA,con_profile.account_base_co_state_15
res_country_municipality_256,494,NUEVO COLON,con_profile.account_base_co_state_15
res_country_municipality_257,500,OICATA,con_profile.account_base_co_state_15
res_country_municipality_258,507,OTANCHE,con_profile.account_base_co_state_15
res_country_municipality_259,511,PACHAVITA,con_profile.account_base_co_state_15
res_country_municipality_260,514,PAEZ,con_profile.account_base_co_state_15
res_country_municipality_261,516,PAIPA,con_profile.account_base_co_state_15
res_country_municipality_262,518,PAJARITO,con_profile.account_base_co_state_15
res_country_municipality_263,522,PANQUEBA,con_profile.account_base_co_state_15
res_country_municipality_264,531,PAUNA,con_profile.account_base_co_state_15
res_country_municipality_265,533,PAYA,con_profile.account_base_co_state_15
res_country_municipality_266,537,PAZ DE RIO,con_profile.account_base_co_state_15
res_country_municipality_267,542,PESCA,con_profile.account_base_co_state_15
res_country_municipality_268,550,PISBA,con_profile.account_base_co_state_15
res_country_municipality_269,572,PUERTO BOYACA,con_profile.account_base_co_state_15
res_country_municipality_270,580,QUIPAMA,con_profile.account_base_co_state_15
res_country_municipality_271,599,RAMIRIQUI,con_profile.account_base_co_state_15
res_country_municipality_272,600,RAQUIRA,con_profile.account_base_co_state_15
res_country_municipality_273,621,RONDON,con_profile.account_base_co_state_15
res_country_municipality_274,632,SABOYA,con_profile.account_base_co_state_15
res_country_municipality_275,638,SACHICA,con_profile.account_base_co_state_15
res_country_municipality_276,646,SAMACA,con_profile.account_base_co_state_15
res_country_municipality_277,660,SAN EDUARDO,con_profile.account_base_co_state_15
res_country_municipality_278,664,SAN JOSE DE PARE,con_profile.account_base_co_state_15
res_country_municipality_279,667,SAN LUIS DE GACENO,con_profile.account_base_co_state_15
res_country_municipality_280,673,SAN MATEO,con_profile.account_base_co_state_15
res_country_municipality_281,676,SAN MIGUEL DE SEMA,con_profile.account_base_co_state_15
res_country_municipality_282,681,SAN PABLO DE BORBUR,con_profile.account_base_co_state_15
res_country_municipality_283,686,SANTANA,con_profile.account_base_co_state_15
res_country_municipality_284,690,SANTA MARIA,con_profile.account_base_co_state_15
res_country_municipality_285,693,SANTA ROSA DE VITERBO,con_profile.account_base_co_state_15
res_country_municipality_286,696,SANTA SOFIA,con_profile.account_base_co_state_15
res_country_municipality_287,720,SATIVANORTE,con_profile.account_base_co_state_15
res_country_municipality_288,723,SATIVASUR,con_profile.account_base_co_state_15
res_country_municipality_289,740,SIACHOQUE,con_profile.account_base_co_state_15
res_country_municipality_290,753,SOATA,con_profile.account_base_co_state_15
res_country_municipality_291,755,SOCOTA,con_profile.account_base_co_state_15
res_country_municipality_292,757,SOCHA,con_profile.account_base_co_state_15
res_country_municipality_293,759,SOGAMOSO,con_profile.account_base_co_state_15
res_country_municipality_294,761,SOMONDOCO,con_profile.account_base_co_state_15
res_country_municipality_295,762,SORA,con_profile.account_base_co_state_15
res_country_municipality_296,763,SOTAQUIRA,con_profile.account_base_co_state_15
res_country_municipality_297,764,SORACA,con_profile.account_base_co_state_15
res_country_municipality_298,774,SUSACON,con_profile.account_base_co_state_15
res_country_municipality_299,776,SUTAMARCHAN,con_profile.account_base_co_state_15
res_country_municipality_300,778,SUTATENZA,con_profile.account_base_co_state_15
res_country_municipality_301,790,TASCO,con_profile.account_base_co_state_15
res_country_municipality_302,798,TENZA,con_profile.account_base_co_state_15
res_country_municipality_303,804,TIBANA,con_profile.account_base_co_state_15
res_country_municipality_304,806,TIBASOSA,con_profile.account_base_co_state_15
res_country_municipality_305,808,TINJACA,con_profile.account_base_co_state_15
res_country_municipality_306,810,TIPACOQUE,con_profile.account_base_co_state_15
res_country_municipality_307,814,TOCA,con_profile.account_base_co_state_15
res_country_municipality_308,816,TOGsI,con_profile.account_base_co_state_15
res_country_municipality_309,820,TOPAGA,con_profile.account_base_co_state_15
res_country_municipality_310,822,TOTA,con_profile.account_base_co_state_15
res_country_municipality_311,832,TUNUNGUA,con_profile.account_base_co_state_15
res_country_municipality_312,835,TURMEQUE,con_profile.account_base_co_state_15
res_country_municipality_313,837,TUTA,con_profile.account_base_co_state_15
res_country_municipality_314,839,TUTAZA,con_profile.account_base_co_state_15
res_country_municipality_315,842,UMBITA,con_profile.account_base_co_state_15
res_country_municipality_316,861,VENTAQUEMADA,con_profile.account_base_co_state_15
res_country_municipality_317,879,VIRACACHA,con_profile.account_base_co_state_15
res_country_municipality_318,897,ZETAQUIRA,con_profile.account_base_co_state_15
res_country_municipality_319,001,MANIZALES,con_profile.account_base_co_state_17
res_country_municipality_320,013,AGUADAS,con_profile.account_base_co_state_17
res_country_municipality_321,042,ANSERMA,con_profile.account_base_co_state_17
res_country_municipality_322,050,ARANZAZU,con_profile.account_base_co_state_17
res_country_municipality_323,088,BELALCAZAR,con_profile.account_base_co_state_17
res_country_municipality_324,174,CHINCHINA,con_profile.account_base_co_state_17
res_country_municipality_325,272,FILADELFIA,con_profile.account_base_co_state_17
res_country_municipality_326,380,LA DORADA,con_profile.account_base_co_state_17
res_country_municipality_327,388,LA MERCED,con_profile.account_base_co_state_17
res_country_municipality_328,433,MANZANARES,con_profile.account_base_co_state_17
res_country_municipality_329,442,MARMATO,con_profile.account_base_co_state_17
res_country_municipality_330,444,MARQUETALIA,con_profile.account_base_co_state_17
res_country_municipality_331,446,MARULANDA,con_profile.account_base_co_state_17
res_country_municipality_332,486,NEIRA,con_profile.account_base_co_state_17
res_country_municipality_333,495,NORCASIA,con_profile.account_base_co_state_17
res_country_municipality_334,513,PACORA,con_profile.account_base_co_state_17
res_country_municipality_335,524,PALESTINA,con_profile.account_base_co_state_17
res_country_municipality_336,541,PENSILVANIA,con_profile.account_base_co_state_17
res_country_municipality_337,614,RIOSUCIO,con_profile.account_base_co_state_17
res_country_municipality_338,616,RISARALDA,con_profile.account_base_co_state_17
res_country_municipality_339,653,SALAMINA,con_profile.account_base_co_state_17
res_country_municipality_340,662,SAMANA,con_profile.account_base_co_state_17
res_country_municipality_341,665,SAN JOSE,con_profile.account_base_co_state_17
res_country_municipality_342,777,SUPIA,con_profile.account_base_co_state_17
res_country_municipality_343,867,VICTORIA,con_profile.account_base_co_state_17
res_country_municipality_344,873,VILLAMARIA,con_profile.account_base_co_state_17
res_country_municipality_345,877,VITERBO,con_profile.account_base_co_state_17
res_country_municipality_346,001,FLORENCIA,con_profile.account_base_co_state_18
res_country_municipality_347,029,ALBANIA,con_profile.account_base_co_state_18
res_country_municipality_348,094,BELEN DE LOS ANDAQUIES,con_profile.account_base_co_state_18
res_country_municipality_349,150,CARTAGENA DEL CHAIRA,con_profile.account_base_co_state_18
res_country_municipality_350,205,CURILLO,con_profile.account_base_co_state_18
res_country_municipality_351,247,EL DONCELLO,con_profile.account_base_co_state_18
res_country_municipality_352,256,EL PAUJIL,con_profile.account_base_co_state_18
res_country_municipality_353,410,LA MONTAÑITA,con_profile.account_base_co_state_18
res_country_municipality_354,460,MILAN,con_profile.account_base_co_state_18
res_country_municipality_355,479,MORELIA,con_profile.account_base_co_state_18
res_country_municipality_356,592,PUERTO RICO,con_profile.account_base_co_state_18
res_country_municipality_357,610,SAN JOSE DEL FRAGUA,con_profile.account_base_co_state_18
res_country_municipality_358,753,SAN VICENTE DEL CAGUAN,con_profile.account_base_co_state_18
res_country_municipality_359,756,SOLANO,con_profile.account_base_co_state_18
res_country_municipality_360,785,SOLITA,con_profile.account_base_co_state_18
res_country_municipality_361,860,VALPARAISO,con_profile.account_base_co_state_18
res_country_municipality_362,001,POPAYAN,con_profile.account_base_co_state_19
res_country_municipality_363,022,ALMAGUER,con_profile.account_base_co_state_19
res_country_municipality_364,050,ARGELIA,con_profile.account_base_co_state_19
res_country_municipality_365,075,BALBOA,con_profile.account_base_co_state_19
res_country_municipality_366,100,BOLIVAR,con_profile.account_base_co_state_19
res_country_municipality_367,110,BUENOS AIRES,con_profile.account_base_co_state_19
res_country_municipality_368,130,CAJIBIO,con_profile.account_base_co_state_19
res_country_municipality_369,137,CALDONO,con_profile.account_base_co_state_19
res_country_municipality_370,142,CALOTO,con_profile.account_base_co_state_19
res_country_municipality_371,212,CORINTO,con_profile.account_base_co_state_19
res_country_municipality_372,256,EL TAMBO,con_profile.account_base_co_state_19
res_country_municipality_373,290,FLORENCIA,con_profile.account_base_co_state_19
res_country_municipality_374,,GUACHENE,con_profile.account_base_co_state_19
res_country_municipality_375,318,GUAPI,con_profile.account_base_co_state_19
res_country_municipality_376,355,INZA,con_profile.account_base_co_state_19
res_country_municipality_377,364,JAMBALO,con_profile.account_base_co_state_19
res_country_municipality_378,392,LA SIERRA,con_profile.account_base_co_state_19
res_country_municipality_379,397,LA VEGA,con_profile.account_base_co_state_19
res_country_municipality_380,418,LOPEZ,con_profile.account_base_co_state_19
res_country_municipality_381,450,MERCADERES,con_profile.account_base_co_state_19
res_country_municipality_382,455,MIRANDA,con_profile.account_base_co_state_19
res_country_municipality_383,473,MORALES,con_profile.account_base_co_state_19
res_country_municipality_384,513,PADILLA,con_profile.account_base_co_state_19
res_country_municipality_385,517,PAEZ,con_profile.account_base_co_state_19
res_country_municipality_386,532,PATIA,con_profile.account_base_co_state_19
res_country_municipality_387,533,PIAMONTE,con_profile.account_base_co_state_19
res_country_municipality_388,548,PIENDAMO,con_profile.account_base_co_state_19
res_country_municipality_389,573,PUERTO TEJADA,con_profile.account_base_co_state_19
res_country_municipality_390,585,PURACE,con_profile.account_base_co_state_19
res_country_municipality_391,622,ROSAS,con_profile.account_base_co_state_19
res_country_municipality_392,693,SAN SEBASTIAN,con_profile.account_base_co_state_19
res_country_municipality_393,698,SANTANDER DE QUILICHAO,con_profile.account_base_co_state_19
res_country_municipality_394,701,SANTA ROSA,con_profile.account_base_co_state_19
res_country_municipality_395,743,SILVIA,con_profile.account_base_co_state_19
res_country_municipality_396,760,SOTARA,con_profile.account_base_co_state_19
res_country_municipality_397,780,SUAREZ,con_profile.account_base_co_state_19
res_country_municipality_398,785,SUCRE,con_profile.account_base_co_state_19
