NOMBRE|DELIVERY_TYPE|PRICE_TYPE|PRODUCTO DE ENVÍO|MATRICULA|PRECIOS
ZONA R4-SANTUARIO-GUARNE-SANTA ELENEA|fixed|multiple_prices|ACAR-001|RE 205D/BAJAJ/541ACV|45000
ZONA R4-SANTUARIO-GUARNE-SANTA ELENEA|fixed|multiple_prices|ACAR-001|RE 4S(RE 205)/BAJAJ/985ACV|45000
ZONA R4-SANTUARIO-GUARNE-SANTA ELENEA|fixed|multiple_prices|ACAR-001|RE 4S(RE 205)/BAJAJ/984ACV|45000
ZONA R4-SANTUARIO-GUARNE-SANTA ELENEA|fixed|multiple_prices|ACAR-001|RE 4S(RE 205)/BAJAJ/206ADF|45000
ZONA R4-SANTUARIO-GUARNE-SANTA ELENEA|fixed|multiple_prices|ACAR-001|TFR/CHEVROLET LUV/MNA126|55000
ZONA R4-SANTUARIO-GUARNE-SANTA ELENEA|fixed|multiple_prices|ACAR-001|RN85/TOYOTA/TRB322|55000
ZONA R4-SANTUARIO-GUARNE-SANTA ELENEA|fixed|multiple_prices|ACAR-001|HILUX/TOYOTA/MNP810|55000
ZONA R4-SANTUARIO-GUARNE-SANTA ELENEA|fixed|multiple_prices|ACAR-001|DC4/CHEVROLET LUV/SNL271|55000
ZONA R4-SANTUARIO-GUARNE-SANTA ELENEA|fixed|multiple_prices|ACAR-001|DC4/CHEVROLET LUV/SNL286|55000
ZONA R4-SANTUARIO-GUARNE-SANTA ELENEA|fixed|multiple_prices|ACAR-001|NISSAN/NISSAN/KAZ161|55000
ZONA R4-SANTUARIO-GUARNE-SANTA ELENEA|fixed|multiple_prices|ACAR-001|K3000S-KIA/TMI448|85000
ZONA R4-SANTUARIO-GUARNE-SANTA ELENEA|fixed|multiple_prices|ACAR-001|K3000S-KIA/TMI436|85000
ZONA R4-SANTUARIO-GUARNE-SANTA ELENEA|fixed|multiple_prices|ACAR-001|DELTA V126L-HUT/DAIHATSU/TRF639|95000
ZONA R4-SANTUARIO-GUARNE-SANTA ELENEA|fixed|multiple_prices|ACAR-001|HD72/HYUNDAI/MNE317|95000
ZONA R4-SANTUARIO-GUARNE-SANTA ELENEA|fixed|multiple_prices|ACAR-001|HD72/HYUNDAI/MNE620|95000
ZONA R4-SANTUARIO-GUARNE-SANTA ELENEA|fixed|multiple_prices|ACAR-001|NPR/CHEVROLET/TMX272|95000
ZONA R4-SANTUARIO-GUARNE-SANTA ELENEA|fixed|multiple_prices|ACAR-001|FSR/CHEVROLET/TGA353|175000
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|RE 205D/BAJAJ/540ACV|0
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|RE 205D/BAJAJ/541ACV|0
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|RE 4S(RE 205)/BAJAJ/985ACV|0
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|RE 4S(RE 205)/BAJAJ/984ACV|0
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|RE 4S(RE 205)/BAJAJ/206ADF|0
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|TFR/CHEVROLET LUV/MNA126|0
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|RN85/TOYOTA/TRB322|0
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|HILUX/TOYOTA/MNP810|0
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|DC4/CHEVROLET LUV/SNL271|0
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|DC4/CHEVROLET LUV/SNL286|0
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|NISSAN/NISSAN/KAZ161|0
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|K3000S-KIA/TMI448|0
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|K3000S-KIA/TMI436|0
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|DELTA V126L-HUT/DAIHATSU/TRF639|0
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|HD72/HYUNDAI/MNE317|0
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|HD72/HYUNDAI/MNE620|0
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|NPR/CHEVROLET/TMX272|0
ACARREOS ESPECIALES|fixed|multiple_prices|ACAR-001|FSR/CHEVROLET/TGA353|0
PLANCHÓN GRÚA|fixed|multiple_prices|ACAR-001|DELTA V126L-HUT/DAIHATSU/TRF639|95000
PLANCHÓN GRÚA|fixed|multiple_prices|ACAR-001|HD72/HYUNDAI/MNE317|95000
PLANCHÓN GRÚA|fixed|multiple_prices|ACAR-001|HD72/HYUNDAI/MNE620|95000
PLANCHÓN GRÚA|fixed|multiple_prices|ACAR-001|NPR/CHEVROLET/TMX272|95000
PLANCHÓN GRÚA|fixed|multiple_prices|ACAR-001|FSR/CHEVROLET/TGA353|95000
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|RE 205D/BAJAJ/540ACV|0
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|RE 205D/BAJAJ/541ACV|0
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|RE 4S(RE 205)/BAJAJ/985ACV|0
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|RE 4S(RE 205)/BAJAJ/984ACV|0
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|RE 4S(RE 205)/BAJAJ/206ADF|0
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|TFR/CHEVROLET LUV/MNA126|0
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|RN85/TOYOTA/TRB322|0
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|HILUX/TOYOTA/MNP810|0
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|DC4/CHEVROLET LUV/SNL271|0
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|DC4/CHEVROLET LUV/SNL286|0
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|NISSAN/NISSAN/KAZ161|0
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|K3000S-KIA/TMI448|0
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|K3000S-KIA/TMI436|0
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|DELTA V126L-HUT/DAIHATSU/TRF639|0
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|HD72/HYUNDAI/MNE317|0
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|HD72/HYUNDAI/MNE620|0
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|NPR/CHEVROLET/TMX272|0
ACARREO A OBRA PERDIDO|fixed|multiple_prices|ACAR-001|FSR/CHEVROLET/TGA353|0
ACARREO GRUA ARTICULADA|fixed|multiple_prices|ACAR-001|FVR/CHEVROLET/WLW967|0
ACARREO GRUA ARTICULADA|fixed|multiple_prices|ACAR-001|FRR/CHEVROLET/WLX984|0
ACARREO GRUA ARTICULADA|fixed|multiple_prices|ACAR-001|FVR/CHEVROLET/WDX711|0
